name,areas,is_boss,data_type,enemy_type,initial_status,hp,pp,offense,defense,speed,guts,exp_reward,money_reward,drop_item,drop_chance,battle_tip,resistance_name,resistance_type,resistance_value,ability_name,ability_target,ability_aoe,ability_effect
Demonic Petunia,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,0,,,,
Demonic Petunia,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Demonic Petunia,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Demonic Petunia,,FALSE,ability,,,,,,,,,,,,,,,,,Dispense an extinguishing blast,enemy,all,
Demonic Petunia,,FALSE,ability,,,,,,,,,,,,,,,,,Scatter one's pollen around,enemy,single,
Desert Wolf,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Desert Wolf,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Desert Wolf,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Desert Wolf,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Desert Wolf,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Desert Wolf,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Desert Wolf,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Desert Wolf,,FALSE,ability,,,,,,,,,,,,,,,,,Bite using poisonous fangs,enemy,single,
Dread Skelpion,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Dread Skelpion,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Dread Skelpion,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Dread Skelpion,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Dread Skelpion,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Dread Skelpion,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Dread Skelpion,,FALSE,ability,,,,,,,,,,,,,,,,,Sting with one's poison stinger,enemy,single,
Dread Skelpion,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Dread Skelpion,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Thunder α,enemy,all,
Dread Skelpion,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Thunder β,enemy,all,
Ego Orb,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Ego Orb,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Ego Orb,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Ego Orb,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,0,,,,
Ego Orb,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Ego Orb,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Ego Orb,,FALSE,ability,,,,,,,,,,,,,,,,,Tear into target,enemy,single,
Ego Orb,,FALSE,ability,,,,,,,,,,,,,,,,,Growl and lunge forward,enemy,single,
Ego Orb,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Elder Batty,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Elder Batty,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Elder Batty,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Elder Batty,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Elder Batty,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Elder Batty,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Elder Batty,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Elder Batty,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Electro Swoosh,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Electro Swoosh,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Electro Swoosh,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Electro Swoosh,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Electro Swoosh,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Electro Swoosh,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Electro Swoosh,,FALSE,ability,,,,,,,,,,,,,,,,,Use an electrical shock attack,enemy,all,
Electro Swoosh,,FALSE,ability,,,,,,,,,,,,,,,,,Charge forward,enemy,single,
Enraged Fire Plug,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Enraged Fire Plug,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Enraged Fire Plug,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Enraged Fire Plug,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Enraged Fire Plug,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Enraged Fire Plug,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Enraged Fire Plug,,FALSE,ability,,,,,,,,,,,,,,,,,Spray a gigantic blast of water,enemy,all,
Enraged Fire Plug,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Even Slimier Little Pile,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Even Slimier Little Pile,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Even Slimier Little Pile,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Even Slimier Little Pile,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Even Slimier Little Pile,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Even Slimier Little Pile,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Even Slimier Little Pile,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Even Slimier Little Pile,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help,ally,none,
Even Slimier Little Pile,,FALSE,ability,,,,,,,,,,,,,,,,,Spit out a sticky mucus,enemy,single,
Even Slimier Little Pile,,FALSE,ability,,,,,,,,,,,,,,,,,Exhale a blast of stinky breath,enemy,all,
Evil Elemental,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Evil Elemental,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Evil Elemental,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Evil Elemental,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,0,,,,
Evil Elemental,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Evil Elemental,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Evil Elemental,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Evil Elemental,,FALSE,ability,,,,,,,,,,,,,,,,,Disrupt your senses,enemy,single,
Evil Elemental,,FALSE,ability,,,,,,,,,,,,,,,,,Possess in a frightening manner,enemy,single,
Evil Eye,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Evil Eye,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Evil Eye,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Evil Eye,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Evil Eye,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Evil Eye,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Evil Eye,,FALSE,ability,,,,,,,,,,,,,,,,,Brainshock Ω,enemy,all,
Evil Eye,,FALSE,ability,,,,,,,,,,,,,,,,,Glare with one's eerie eyes,enemy,single,
Evil Eye,,FALSE,ability,,,,,,,,,,,,,,,,,Paralysis Ω,enemy,all,
Evil Eye,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Extra Cranky Lady,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Extra Cranky Lady,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Extra Cranky Lady,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Extra Cranky Lady,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Extra Cranky Lady,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Extra Cranky Lady,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Extra Cranky Lady,,FALSE,ability,,,,,,,,,,,,,,,,,Scowl sharply,enemy,single,
Extra Cranky Lady,,FALSE,ability,,,,,,,,,,,,,,,,,Start a continuous attack,enemy,single,
Extra Cranky Lady,,FALSE,ability,,,,,,,,,,,,,,,,,Wield a shopping bag,enemy,single,
Extra Cranky Lady,,FALSE,ability,,,,,,,,,,,,,,,,,Say something really scary,enemy,single,
Farm Zombie,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Farm Zombie,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Farm Zombie,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Farm Zombie,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Farm Zombie,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Farm Zombie,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Farm Zombie,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Farm Zombie,,FALSE,ability,,,,,,,,,,,,,,,,,Exhale one's arctic-cold breath,enemy,single,
Fierce Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Fierce Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Fierce Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Fierce Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Fierce Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Fierce Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Fierce Shattered Man,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Fierce Shattered Man,,FALSE,ability,,,,,,,,,,,,,,,,,Start a continuous attack,enemy,single,
Fierce Shattered Man,,FALSE,ability,,,,,,,,,,,,,,,,,Give target a great big hug,enemy,single,
Fierce Shattered Man,,FALSE,ability,,,,,,,,,,,,,,,,,Reach out with one's icy hand,enemy,single,
Filthy Attack Roach,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Filthy Attack Roach,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Filthy Attack Roach,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Filthy Attack Roach,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Filthy Attack Roach,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Filthy Attack Roach,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Filthy Attack Roach,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Filthy Attack Roach,,FALSE,ability,,,,,,,,,,,,,,,,,Start a continuous attack,enemy,single,
Filthy Attack Roach,,FALSE,ability,,,,,,,,,,,,,,,,,Leap forward and spread one's wings,enemy,single,
Final Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Final Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Final Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Final Starman,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Final Starman,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Final Starman,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Final Starman,,FALSE,ability,,,,,,,,,,,,,,,,,Shield β,ally,single,
Final Starman,,FALSE,ability,,,,,,,,,,,,,,,,,Brainshock Ω,enemy,all,
Final Starman,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Starstorm α,enemy,all,
Final Starman,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Starstorm Ω,enemy,all,
Final Starman,,FALSE,ability,,,,,,,,,,,,,,,,,Healing Ω,ally,single,
Fobby,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Fobby,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Fobby,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Fobby,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Fobby,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Fobby,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Fobby,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Fobby,,FALSE,ability,,,,,,,,,,,,,,,,,Use HP-Sucker,enemy,single,
Fobby,,FALSE,ability,,,,,,,,,,,,,,,,,Brainshock α,enemy,single,
Fobby,,FALSE,ability,,,,,,,,,,,,,,,,,Magnet α,enemy,single,
Foppy,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Foppy,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Foppy,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Foppy,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Foppy,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Foppy,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Foppy,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Foppy,,FALSE,ability,,,,,,,,,,,,,,,,,Brainshock α,enemy,single,
Foppy,,FALSE,ability,,,,,,,,,,,,,,,,,Magnet α,enemy,single,
French Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
French Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
French Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
French Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
French Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
French Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
French Kiss of Death,,FALSE,ability,,,,,,,,,,,,,,,,,Give the kiss of death,enemy,single,
Ghost of Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Ghost of Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Ghost of Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Ghost of Starman,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Ghost of Starman,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Ghost of Starman,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Ghost of Starman,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Starstorm α,enemy,all,
Ghost of Starman,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Starstorm Ω,enemy,all,
Gigantic Ant,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Gigantic Ant,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Gigantic Ant,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Gigantic Ant,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Gigantic Ant,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Gigantic Ant,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Gigantic Ant,,FALSE,ability,,,,,,,,,,,,,,,,,Magnet α,enemy,single,
Gigantic Ant,,FALSE,ability,,,,,,,,,,,,,,,,,Sting with one's poison stinger,enemy,single,
Gigantic Ant,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Gigantic Ant,,FALSE,ability,,,,,,,,,,,,,,,,,Paralysis α,enemy,single,
Gigantic Ant,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help,ally,none,
Great Crested Booka,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Great Crested Booka,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Great Crested Booka,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Great Crested Booka,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Great Crested Booka,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Great Crested Booka,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Great Crested Booka,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Great Crested Booka,,FALSE,ability,,,,,,,,,,,,,,,,,Shriek a war cry,enemy,single,
Great Crested Booka,,FALSE,ability,,,,,,,,,,,,,,,,,Charge forward,enemy,single,
Guardian Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Guardian Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Guardian Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Guardian Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Guardian Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Guardian Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Guardian Hieroglyph,,FALSE,ability,,,,,,,,,,,,,,,,,Let loose with a hacking cough,enemy,single,
Guardian Hieroglyph,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Thunder α,enemy,all,
Guardian Hieroglyph,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Flash α,enemy,all,
Guardian Hieroglyph,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Thunder β,enemy,all,
Handsome Tom,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Handsome Tom,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Handsome Tom,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Handsome Tom,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Handsome Tom,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Handsome Tom,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Handsome Tom,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Handsome Tom,,FALSE,ability,,,,,,,,,,,,,,,,,Hypnosis α,enemy,single,
Handsome Tom,,FALSE,ability,,,,,,,,,,,,,,,,,Brainshock α,enemy,single,
Hard Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Hard Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Hard Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Hard Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Hard Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Hard Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Hard Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Hard Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Hard Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Swing one's tail very hard,enemy,single,
High-class UFO,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
High-class UFO,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
High-class UFO,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
High-class UFO,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
High-class UFO,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
High-class UFO,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
High-class UFO,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
High-class UFO,,FALSE,ability,,,,,,,,,,,,,,,,,Disrupt your senses,enemy,single,
High-class UFO,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Shield α,ally,single,
Hostile Elder Oak,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Hostile Elder Oak,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Hostile Elder Oak,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Hostile Elder Oak,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Hostile Elder Oak,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Hostile Elder Oak,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Hostile Elder Oak,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Hostile Elder Oak,,FALSE,ability,,,,,,,,,,,,,,,,,Brainshock α,enemy,single,
Hostile Elder Oak,,FALSE,ability,,,,,,,,,,,,,,,,,Magnet α,enemy,single,
Hyper Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Hyper Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Hyper Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Hyper Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Hyper Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Hyper Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Hyper Spinning Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Hyper Spinning Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Disrupt your senses,enemy,single,
Hyper Spinning Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Shield β,ally,single,
Insane Cultist,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Insane Cultist,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Insane Cultist,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Insane Cultist,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Insane Cultist,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Insane Cultist,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Insane Cultist,,FALSE,ability,,,,,,,,,,,,,,,,,Utilize paint attack,enemy,single,
Insane Cultist,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help,ally,none,
Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Kiss of Death,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Kiss of Death,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Kiss of Death,,FALSE,ability,,,,,,,,,,,,,,,,,Give the kiss of death,enemy,single,
Lesser Mook,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Lesser Mook,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Lesser Mook,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Lesser Mook,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Lesser Mook,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Lesser Mook,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Lesser Mook,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Freeze α,enemy,single,
Lesser Mook,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Freeze β,enemy,single,
Lesser Mook,,FALSE,ability,,,,,,,,,,,,,,,,,Hypnosis α,enemy,single,
Lesser Mook,,FALSE,ability,,,,,,,,,,,,,,,,,Glare with one's eerie eyes,enemy,single,
Lethal Asp Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Lethal Asp Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Lethal Asp Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Lethal Asp Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Lethal Asp Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Lethal Asp Hieroglyph,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Lethal Asp Hieroglyph,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Lethal Asp Hieroglyph,,FALSE,ability,,,,,,,,,,,,,,,,,Coil around target and attack,enemy,none,
Li'l UFO,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Li'l UFO,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Li'l UFO,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Li'l UFO,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Li'l UFO,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Li'l UFO,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Li'l UFO,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Li'l UFO,,FALSE,ability,,,,,,,,,,,,,,,,,Shoot a night-time stuffiness beam,enemy,single,
Loaded Dice,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Loaded Dice,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Loaded Dice,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Loaded Dice,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Loaded Dice,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Loaded Dice,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Loaded Dice,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help,ally,none,
